variable,class,count,missing_rate,unique_count,identical_rate,min,p25,p50,p75,max,mean,sd,cv,info_value,PSI_Interval_1,PSI_Interval_2,PSI_Interval_3,PSI_Interval_4,PSI_Interval_5,PSI_Interval_6,Reason
fn1_woe,numeric,29517,0,6,0.497,-0.1671783789302638,-0.04852794722844637,-0.04852794722844637,-0.024857106318756702,0.293060401565928,-2e-4,0.1203,-562.5712,0.014466928012602659,0,1e-4,-0.0083,-0.0042,1e-4,0.0208,"IV, Missing Rate, Identity Filter"
fn2_woe,numeric,29517,0,8,0.315,-0.21619518711249452,-0.01992511425306721,-0.01992511425306721,0.02421506049858167,0.23401716775515513,-2e-4,0.0931,-475.4823,0.008649959525691042,0,0,0,9e-4,0.0025,0,"IV, Missing Rate, Identity Filter"
fn3_woe,numeric,29517,0,4,0.579,-0.168897399620553,-0.168897399620553,-0.168897399620553,0.15367766932393842,0.34863469064636354,-7e-4,0.2055,-277.694,0.04212039430041317,0,-0.0402,-0.0014,2e-4,2e-4,-0.0011,Correlation Filter
fn5_woe,numeric,29517,0,7,0.236,-0.2936481025339817,-0.03855557695392163,0.021414127573074853,0.05216967835537145,0.25398741269251573,-6e-4,0.1393,-229.4862,0.019276111885797323,0,0,0,1e-4,1e-4,0,"IV, Missing Rate, Identity Filter"
fn6_woe,numeric,29517,0,8,0.3001,-0.10732775435068816,-0.061527834117002474,-0.028589017213118947,0.042161190218037096,0.15467723174919462,-2e-4,0.0847,-538.8565,0.0071704323250850206,0,0,-0.0019,0,0.0038,0,"IV, Missing Rate, Identity Filter"
fn7_woe,numeric,29517,0,2,0.6487,-0.16246535431912645,-0.16246535431912645,-0.16246535431912645,0.29784673798039446,0.29784673798039446,-8e-4,0.2197,-288.0988,0.04819564348419324,0,-0.0304,0,0.017,2e-4,-0.0019,Correlation Filter
fn8_woe,numeric,29517,0,3,0.5765,-0.17299545781010942,-0.17299545781010942,-0.17299545781010942,0.15855375732886326,0.7198317401173389,1e-4,0.238,2032.2387,0.05583802673828148,0,-0.0415,0,0.0138,0.0072,1e-4,Correlation Filter
fn9_woe,numeric,29517,0,7,0.3481,-0.3047880921875835,-0.07352627439315472,0.005986497093017687,0.04130665617837838,0.2097744578868467,-4e-4,0.1128,-271.1192,0.012637761145299721,0,0,0,1e-4,1e-4,0,"IV, Missing Rate, Identity Filter"
fn12_woe,numeric,29517,0,8,0.2857,-0.11853591113187886,-0.11853591113187886,0.03048897278424933,0.10039813053256295,0.10039813053256295,-2e-4,0.0915,-379.1161,0.008352951454377063,0,0,0.001,0.0021,0,0,"IV, Missing Rate, Identity Filter"
fn13_woe,numeric,29517,0,9,0.1778,-0.2155286581197853,-0.17445680904180835,-0.046171919326591655,0.1279884108103014,0.34771863111077844,-5e-4,0.1741,-327.6456,0.030204951883275398,0,9e-4,0.0026,0,-0.0019,-0.0101,Correlation Filter
fn14_woe,numeric,29517,0,9,0.239,-0.189076518789671,-0.055783191314184896,0.05057155276664928,0.07614622475471486,0.15174180627948147,-5e-4,0.1219,-255.6682,0.01479681248899692,0,-0.0028,0,0.0013,0,1e-4,"IV, Missing Rate, Identity Filter"
fn18_woe,numeric,29517,0,8,0.3144,-0.4110708164795835,-0.08518937114328072,0.010959577727174883,0.10022424678427823,0.4125501452197679,-0.001,0.1961,-194.6645,0.038071297352689756,0,1e-4,0,1e-4,1e-4,0,NA
fn21_woe,numeric,29517,0,3,0.7676,-0.03585446160648072,-0.03585446160648072,-0.03585446160648072,-0.03585446160648072,0.2067280552860881,-1e-4,0.0742,-931.0199,0.005518560667475487,0,-0.0051,0,0,-0,0,"IV, Missing Rate, Identity Filter"
fn22_woe,numeric,29517,0,4,0.7095,-0.05752972328914398,-0.05752972328914398,-0.05752972328914398,0.0505406797239809,0.2626011940812194,-1e-4,0.1054,-802.963,0.011118166518561894,0,-0.018,0,0,-3e-4,0,"IV, Missing Rate, Identity Filter"
displayWidth_woe,numeric,29517,0,6,0.2818,-0.20323163153881973,-0.07162178282471462,-0.023158227478801408,0.1524532854443008,0.1524532854443008,-3e-4,0.108,-367.5474,0.011647869424769622,0,-0,-0.001,0,2e-4,1e-4,"IV, Missing Rate, Identity Filter"
displayHeight_woe,numeric,29517,0,8,0.182,-0.14106858140827047,-0.10489929536243532,-0.023158227478801408,0.09482874603286276,0.20440219947962296,-2e-4,0.1077,-452.7326,0.011599542277043705,0,-2e-4,-4e-4,0,2e-4,0,"IV, Missing Rate, Identity Filter"
osName_woe,numeric,29517,0,3,0.5114,-0.11827741967500595,-0.11827741967500595,0.08963702878086709,0.08963702878086709,0.08963702878086709,-3e-4,0.0964,-355.8516,0.009278181255614318,0,-6e-4,-1e-4,0,9e-4,1e-4,"IV, Missing Rate, Identity Filter"
osVersion_woe,numeric,29517,0,7,0.3263,-0.38041040219545974,-0.06078777222404614,0.031588111902683215,0.08435796784273647,0.18230527377101974,-9e-4,0.15,-165.4442,0.02224724286675972,0,-0.0011,-0.0072,1e-4,5e-4,4e-4,NA
browserName_woe,numeric,29517,0,5,0.324,-0.11756446831186476,-0.11756446831186476,0.04129609277277711,0.1030134452346469,0.1030134452346469,-2e-4,0.0902,-390.1886,0.008119951589564675,0,-1e-4,-0,1e-4,6e-4,1e-4,"IV, Missing Rate, Identity Filter"
ipsimRegionsMatch_woe,numeric,29517,0,3,0.4755,-0.059161536080894486,-0.059161536080894486,-0.0413944538620852,0.0607036469971069,0.0607036469971069,-1e-4,0.0581,-643.4219,0.0033785557277246038,0,0,0,0,0.0027,0,"IV, Missing Rate, Identity Filter"
numberOfHotKeys_woe,numeric,29517,0,2,0.8831,-0.0413944538620852,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,-0,0.0151,-2210.4327,2.2646040623736595e-4,0,-0.0016,-0,0,0.0051,0,"IV, Missing Rate, Identity Filter"
numberOfCorrections_woe,numeric,29517,0,9,0.2094,-0.11331277459129015,-0.05370412388765691,-0.0413944538620852,0.06250260685345918,0.14002635470912847,-1e-4,0.0698,-557.7201,0.004876200714630995,0,-0.0011,-0.0013,1e-4,0.0019,1e-4,"IV, Missing Rate, Identity Filter"
browserHistoryCount_woe,numeric,29517,0,9,0.2259,-0.18897120749537857,-0.0413944538620852,-0.020382357589007236,0.08080808297395636,0.1351858698002027,-2e-4,0.0939,-377.2623,0.00879115355317879,0,0.0103,0,0,0,-0.0115,"IV, Missing Rate, Identity Filter"
deviceVendor_woe,numeric,29517,0,4,0.395,-0.12151981021439495,-0.12151981021439495,0.08906574052147667,0.08906574052147667,0.13247088449543096,-3e-4,0.1067,-334.4931,0.011364824490167146,0,0.0152,0,0,0,-4e-4,"IV, Missing Rate, Identity Filter"
timeOnPage_woe,numeric,29517,0,9,0.1899,-0.10914638731225935,-0.07387104253999333,0.003751155645012478,0.0846398655602425,0.13566307777884593,-1e-4,0.0698,-556.483,0.004866381947210542,0,-0.0018,-0,1e-4,0.0049,4e-4,"IV, Missing Rate, Identity Filter"
totalNumOfShorttermCreditApplicationsIn1Day_woe,numeric,29517,0,4,0.695,-0.0413944538620852,-0.009850468272653743,-0.009850468272653743,-0.009850468272653743,0.1578007456460981,-0,0.0422,-1424.7388,0.0017834187779192496,0,-0.0017,-0,0,0.0015,0,"IV, Missing Rate, Identity Filter"
totalNumOfShorttermCreditApplicationsIn7Days_woe,numeric,29517,0,5,0.5894,-0.0413944538620852,-0.019554769286505302,-0.019554769286505302,0.01601527653523545,0.11149157082973998,-0,0.0407,-1110.9316,0.0016567852145346821,0,-0.0084,-0.0018,0,0.0031,0,"IV, Missing Rate, Identity Filter"
totalNumOfShorttermCreditApplicationsIn30Days_woe,numeric,29517,0,5,0.5078,-0.0413944538620852,-0.013113244242328412,-0.013113244242328412,0.002274005078805389,0.08111029619853503,-0,0.0336,-1305.1289,0.0011292247172511784,0,-0.0043,-1e-4,0,0.0043,0,"IV, Missing Rate, Identity Filter"
totalNumOfShorttermCreditApplicationsFromIpIn1Day_woe,numeric,29517,0,5,0.5497,-0.04295353990519181,-0.04295353990519181,-0.04295353990519181,0.054913154475152624,0.1545319654494001,-1e-4,0.0643,-738.7076,0.004144088131092741,0,-0,-0,0,0.0053,0.0063,"IV, Missing Rate, Identity Filter"
totalNumOfShorttermCreditApplicationsFromIpIn7Days_woe,numeric,29517,0,7,0.292,-0.07446671119565247,-0.07446671119565247,0.011273641493440682,0.032648800837679313,0.12479074709985065,-1e-4,0.063,-629.906,0.003968726854513146,0,0,0,-1e-4,0,1e-4,"IV, Missing Rate, Identity Filter"
totalNumOfShorttermCreditApplicationsFromIpIn30Days_woe,numeric,29517,0,9,0.3354,-0.0616554547718694,-0.0616554547718694,-0.007265123519069378,0.049173904324421015,0.151642112836735,-1e-4,0.0636,-704.6749,0.004053414321049317,0,0,0,0,0.0038,0.0014,"IV, Missing Rate, Identity Filter"
totalNumOfBankingCreditApplicationsIn1Day_woe,numeric,29517,0,2,0.8831,-0.0413944538620852,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,-0,0.0151,-2210.4327,2.2646040623736595e-4,0,-0.0016,-0,0,0.0051,0,"IV, Missing Rate, Identity Filter"
totalNumOfBankingCreditApplicationsIn7Days_woe,numeric,29517,0,2,0.8831,-0.0413944538620852,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,-0,0.0151,-2210.4327,2.2646040623736595e-4,0,-0.0016,-0,0,0.0051,0,"IV, Missing Rate, Identity Filter"
totalNumOfBankingCreditApplicationsIn30Days_woe,numeric,29517,0,2,0.8831,-0.0413944538620852,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,-0,0.0151,-2210.4327,2.2646040623736595e-4,0,-0.0016,-0,0,0.0051,0,"IV, Missing Rate, Identity Filter"
totalNumOfBankingCreditApplicationsFromIpIn1Day_woe,numeric,29517,0,3,0.8042,-0.0413944538620852,0.005828849280254956,0.005828849280254956,0.005828849280254956,0.005828849280254956,-0,0.0151,-2206.3334,2.2761456119012918e-4,0,-0.0016,-0,0,0.0055,0,"IV, Missing Rate, Identity Filter"
totalNumOfBankingCreditApplicationsFromIpIn7Days_woe,numeric,29517,0,5,0.5709,-0.0413944538620852,-0.011210193081393344,-0.011210193081393344,0.016000202938398746,0.08466165228994638,-0,0.0303,-1400.4731,9.179805721113382e-4,0,0,0.0027,0.0013,0.0027,0,"IV, Missing Rate, Identity Filter"
totalNumOfBankingCreditApplicationsFromIpIn30Days_woe,numeric,29517,0,6,0.3473,-0.0413944538620852,-0.038545310072375036,-0.024859875754464283,0.039558811263226495,0.0933757327268905,-1e-4,0.0512,-853.3672,0.0026263664481104157,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
ramProductivity_woe,numeric,29517,0,7,0.2568,-0.18798708630019845,-0.13018309620956817,-0.01500536976907558,0.14143938769271894,0.14143938769271894,-4e-4,0.1122,-318.7671,0.01255612894565213,0,-0.0015,-5e-4,1e-4,1e-4,1e-4,"IV, Missing Rate, Identity Filter"
storageProductivity_woe,numeric,29517,0,7,0.2307,-0.15732487711195312,-0.08327684082686969,-0.0413944538620852,0.08290221528568117,0.15309340410879652,-3e-4,0.1111,-340.0933,0.012318653224306251,0,-2e-4,-2e-4,1e-4,3e-4,1e-4,"IV, Missing Rate, Identity Filter"
deviceAgeingWithUser_woe,numeric,29517,0,5,0.5573,-0.08206780974417201,-0.0413944538620852,0.0230491024470607,0.0230491024470607,0.038161141048418674,-1e-4,0.0405,-799.4542,0.0016389978288550533,0,-0.0017,-1e-4,-7e-4,0,0,"IV, Missing Rate, Identity Filter"
totalNumOfApplicationsWithBrowserHashIn1Day_woe,numeric,29517,0,5,0.6041,-0.06666410612535666,-0.0413944538620852,0.020569423286758422,0.020569423286758422,0.04859584242881638,-0,0.0364,-930.8344,0.0013234805414107996,0,-4e-4,-1e-4,0,0.0021,0,"IV, Missing Rate, Identity Filter"
totalNumOfApplicationsWithBrowserHashIn7Day_woe,numeric,29517,0,7,0.4565,-0.08937522907595873,-0.0413944538620852,0.02022352031843266,0.02022352031843266,0.08541054830570528,-1e-4,0.0426,-825.1204,0.0018104812244724923,0,-3e-4,-2e-4,0,0.0024,0,"IV, Missing Rate, Identity Filter"
totalNumOfApplicationsWithBrowserHashIn30Day_woe,numeric,29517,0,6,0.4736,-0.1508925998793537,0.007922384925319924,0.007922384925319924,0.035844269368495996,0.05798108856480914,-1e-4,0.0531,-544.6321,0.002803715704569093,0,0,0,0.0014,0,-0,"IV, Missing Rate, Identity Filter"
singleClick_woe,numeric,29517,0,9,0.1931,-0.10648896036872088,-0.0413944538620852,0.002756720806014403,0.025644610569728696,0.08053133625662777,-1e-4,0.049,-712.4077,0.0023944599333047393,0,-6e-4,-0.0016,0,0.0037,0,"IV, Missing Rate, Identity Filter"
doubleClick_woe,numeric,29517,0,2,0.8831,-0.0413944538620852,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,-0,0.0151,-2210.4327,2.2646040623736595e-4,0,-0.0016,-0,0,0.0051,0,"IV, Missing Rate, Identity Filter"
leavePage_woe,numeric,29517,0,4,0.6516,-0.08942883257091942,-0.0413944538620852,0.03041593140898298,0.03041593140898298,0.03041593140898298,-1e-4,0.0436,-753.9129,0.0018978970122370802,0,-0.003,-2e-4,0,0.0052,1e-4,"IV, Missing Rate, Identity Filter"
cursorMovementSpeed_woe,numeric,29517,0,9,0.2132,-0.07935718857677353,-0.014644241950087187,-0.006743450332689786,0.013546520082052394,0.11513503112268471,-1e-4,0.0547,-769.6733,0.002991620976940249,0,-1e-4,0,0,-0,-1e-4,"IV, Missing Rate, Identity Filter"
cursorDistanceCovered_woe,numeric,29517,0,9,0.1973,-0.1367276122178168,-0.014644241950087187,9.730356462307654e-4,0.03151355470625568,0.06476657539240215,-1e-4,0.0508,-632.6252,0.00257192318415458,0,0.0067,0.0025,0,0,0,"IV, Missing Rate, Identity Filter"
scrollMovementSpeed_woe,numeric,29517,0,8,0.1933,-0.18310603030537828,-0.04842974418362366,-0.020341199397492408,0.05048375827962456,0.2243004350612996,-2e-4,0.0903,-444.8176,0.008140800858838,0,-0,-2e-4,-0.0065,0,0.0166,"IV, Missing Rate, Identity Filter"
scrollDistanceCovered_woe,numeric,29517,0,7,0.2583,-0.15652676450406267,-0.023148917884158682,-0.020341199397492408,0.05677850370964039,0.12170048428571612,-2e-4,0.0787,-474.3107,0.00618646960859655,0,-0.0023,-0.0012,-0.0043,0,0,"IV, Missing Rate, Identity Filter"
avgScreenIdleTime_woe,numeric,29517,0,9,0.2377,-0.09093254611265202,-0.01217747353465355,-0.005428632753189133,0.03490661093159075,0.14182170261835073,-1e-4,0.0617,-654.4291,0.0038032601811667094,0,0,-3e-4,-3e-4,-0.0011,0,"IV, Missing Rate, Identity Filter"
population_total_woe,numeric,29517,0,8,0.2923,-0.12923874806262742,-0.03147885285022105,0.008605179284245014,0.05118605868649341,0.059660350084529024,-1e-4,0.0559,-566.5939,0.003115376870585926,0,-0.007,-0,0,2e-4,0,"IV, Missing Rate, Identity Filter"
population_growth_rate_woe,numeric,29517,0,4,0.4094,-0.023158227478801408,-0.010700430473909077,-0.010700430473909077,0.025553256828403106,0.025553256828403106,-0,0.0167,-2261.9428,2.796142204779736e-4,0,-0.0018,-0,0,0.0039,0.0031,"IV, Missing Rate, Identity Filter"
population_working_age_share_woe,numeric,29517,0,4,0.5589,-0.14436880520636514,0.007978106705165848,0.007978106705165848,0.021593920623218188,0.021593920623218188,-0,0.036,-755.2222,0.0012924612583328785,0,-0.0039,-2e-4,0,4e-4,0.0032,"IV, Missing Rate, Identity Filter"
population_median_age_woe,numeric,29517,0,7,0.2962,-0.07708475714308918,-0.023158227478801408,-0.005120624684972806,0.05259318286143675,0.07351811379145633,-1e-4,0.0444,-841.7594,0.0019725504327302175,0,-1e-4,-0.0013,0,9e-4,0,"IV, Missing Rate, Identity Filter"
population_pensioners_share_woe,numeric,29517,0,4,0.4406,-0.028844354329996675,-0.007626129280707563,-0.007626129280707563,0.023769967251603102,0.023769967251603102,-0,0.019,-1967.1255,3.594167048666018e-4,0,-0.0022,-0,0,0.0021,0.0038,"IV, Missing Rate, Identity Filter"
migration_rate_woe,numeric,29517,0,7,0.3911,-0.07207380326854558,-0.023158227478801408,0.017952209696434785,0.017952209696434785,0.03434254210023931,-0,0.0342,-971.2979,0.0011693605253994541,0,-0.0083,-1e-4,0,4e-4,0,"IV, Missing Rate, Identity Filter"
avg_monthly_salary_woe,numeric,29517,0,7,0.3232,-0.12142509819430636,-0.023158227478801408,0.022114812965712924,0.04113656402052934,0.07026285904379362,-1e-4,0.0558,-561.6864,0.0031115342247261357,0,0,0,0,5e-4,0,"IV, Missing Rate, Identity Filter"
median_income_woe,numeric,29517,0,5,0.6723,-0.14997748711574724,-0.023158227478801408,0.03555354895362719,0.03555354895362719,0.03555354895362719,-1e-4,0.0613,-463.827,0.003741999799739976,0,0,0,0,6e-4,0,"IV, Missing Rate, Identity Filter"
unemployment_rate_woe,numeric,29517,0,6,0.3466,-0.14490681565674512,-0.014087729919599959,-0.014087729919599959,0.016101106412668466,0.06193049861906842,-1e-4,0.0479,-678.9741,0.002288156893801587,0,-0.0019,-3e-4,0,4e-4,0,"IV, Missing Rate, Identity Filter"
employment_sector_agriculture_share_woe,numeric,29517,0,5,0.4163,-0.0867959137434707,-0.023158227478801408,-0.01449071191058178,0.055052413115709534,0.055052413115709534,-1e-4,0.0523,-673.5308,0.002729420205364477,0,0,0,0,1e-4,6e-4,"IV, Missing Rate, Identity Filter"
employment_sector_industry_share_woe,numeric,29517,0,5,0.3663,-0.045106400093210215,-0.045106400093210215,-0.02215261859147309,0.029978898812465883,0.07595322961973763,-0,0.0412,-938.2852,0.001698092844219937,0,0,0,0,7e-4,0,"IV, Missing Rate, Identity Filter"
employment_sector_services_share_woe,numeric,29517,0,7,0.3535,-0.1894253263873628,-0.023158227478801408,-0.01186691812466947,0.06038322924029122,0.10171648207261719,-1e-4,0.0654,-472.7371,0.004266390471032857,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
self_employed_share_woe,numeric,29517,0,5,0.4536,-0.05554168841808845,-0.023158227478801408,-0.021700029938965887,-0.021700029938965887,0.08449393680638105,-1e-4,0.0491,-888.329,0.0024090853609912014,0,-0.0026,-0.0034,0,9e-4,0,"IV, Missing Rate, Identity Filter"
income_to_living_wage_ratio_woe,numeric,29517,0,4,0.5551,-0.14354849389280444,0.007418675062190212,0.007418675062190212,0.021677943235615647,0.021677943235615647,-0,0.0355,-768.8186,0.001254396236882942,0,-0.0047,-0,0,2e-4,0.0037,"IV, Missing Rate, Identity Filter"
living_wage_woe,numeric,29517,0,7,0.2906,-0.09763025950289439,-0.023158227478801408,0.013496380561368692,0.027178372326849973,0.06070115112918632,-1e-4,0.0517,-635.5309,0.002672475816158599,0,-0.0074,-0.0014,0,7e-4,1e-4,"IV, Missing Rate, Identity Filter"
avg_rent_price_woe,numeric,29517,0,6,0.2742,-0.13888344920923035,-0.018324510921124946,0.006323546839683584,0.08282819755241123,0.08282819755241123,-1e-4,0.0643,-516.8318,0.004129885222823351,0,0,0,0,0.0037,2e-4,"IV, Missing Rate, Identity Filter"
avg_housing_price_per_sqm_woe,numeric,29517,0,7,0.3086,-0.12229199865649584,-0.023158227478801408,0.008738503729479454,0.021228721692802707,0.13958856104256506,-1e-4,0.0626,-594.2495,0.0039173057070712005,0,-0.0107,-7e-4,0,9e-4,0.0014,"IV, Missing Rate, Identity Filter"
avg_food_price_index_woe,numeric,29517,0,3,0.6358,-0.03745108480158292,-0.023158227478801408,0.018663046980876268,0.018663046980876268,0.018663046980876268,-0,0.025,-1406.8741,6.256154480522373e-4,0,-0.0018,-2e-4,0,0.0015,0.0012,"IV, Missing Rate, Identity Filter"
local_cpi_woe,numeric,29517,0,7,0.2772,-0.04657017489566419,-0.04657017489566419,-0.02193155697893749,0.06426836094391271,0.06764184871290636,-1e-4,0.0456,-880.7768,0.0020786705981615454,0,-0.0065,-2e-4,0,0,0,"IV, Missing Rate, Identity Filter"
industrial_production_volume_woe,numeric,29517,0,4,0.5971,-0.03366855352089778,-0.02702363543675494,0.018295319982099736,0.018295319982099736,0.018295319982099736,-0,0.0224,-1600.3979,5.020825818998109e-4,0,-0.0016,-7e-4,0,0.0015,8e-4,"IV, Missing Rate, Identity Filter"
sme_per_1000_people_woe,numeric,29517,0,6,0.3531,-0.0525679419871205,-0.023770177986314915,-0.023158227478801408,0.01274052102390677,0.0669047997817267,-0,0.0411,-988.6003,0.0016926938925939205,0,-0.0049,-2e-4,0,0.0014,0.0011,"IV, Missing Rate, Identity Filter"
investment_per_capita_woe,numeric,29517,0,5,0.4116,-0.07089898723882188,-0.025102927871692365,-0.025102927871692365,0.07013913136985266,0.07013913136985266,-1e-4,0.0498,-788.9077,0.002478698301027536,0,-0.0109,-0.0062,-0.015,0,0.006,"IV, Missing Rate, Identity Filter"
entrepreneurship_activity_index_woe,numeric,29517,0,5,0.586,-0.11970557888379281,0.0024431562017446892,0.0024431562017446892,0.0024431562017446892,0.05233481155721287,-0,0.0361,-847.3035,0.0012988893113071965,0,-0.0026,-0,0,4e-4,0,"IV, Missing Rate, Identity Filter"
mortgage_loans_per_capita_woe,numeric,29517,0,4,0.4154,-0.12749354758747475,-0.011585750538418035,-0.011585750538418035,0.04331607569515597,0.04331607569515597,-1e-4,0.0451,-693.9812,0.0020286141164757737,0,0,0,0,0.0015,0,"IV, Missing Rate, Identity Filter"
overdue_debt_share_woe,numeric,29517,0,6,0.3201,-0.02615812865191701,-0.02615812865191701,8.842311979450901e-4,0.003436079236377492,0.08953020618491585,-0,0.0344,-1323.4537,0.0011817776198795229,0,-0.0022,-0.001,0,0.001,0,"IV, Missing Rate, Identity Filter"
regional_dti_woe,numeric,29517,0,3,0.5949,-0.023158227478801408,-0.0023689109163060116,-0.0023689109163060116,0.015041323306985776,0.015041323306985776,-0,0.0115,-3159.8015,1.3301411968635199e-4,0,-0.0011,-0,0,0.0052,0,"IV, Missing Rate, Identity Filter"
avg_consumer_loan_amount_woe,numeric,29517,0,5,0.3627,-0.07772898446334728,-0.01941134687858065,0.022462693773585698,0.029575349036462438,0.029575349036462438,-0,0.035,-954.5587,0.0012215316108543216,0,-0.0068,-0.0025,0,0.0011,0.0027,"IV, Missing Rate, Identity Filter"
bank_account_penetration_woe,numeric,29517,0,5,0.3286,-0.12060918447087611,-0.025949160095686218,-0.023158227478801408,0.062458286671643055,0.062458286671643055,-1e-4,0.0533,-638.5218,0.0028355922012239477,0,-0.0068,-0,0,7e-4,5e-4,"IV, Missing Rate, Identity Filter"
poverty_share_woe,numeric,29517,0,5,0.3217,-0.15800908116715515,-0.008492922833847425,-0.008492922833847425,0.01551224253465964,0.06558961939100821,-1e-4,0.0512,-573.8073,0.00261541423777147,0,0,0,0,3e-4,0,"IV, Missing Rate, Identity Filter"
crime_rate_per_1000_woe,numeric,29517,0,5,0.5208,-0.032063005821761206,4.8028624348783375e-4,4.8028624348783375e-4,4.8028624348783375e-4,0.03657111721958581,-0,0.0194,-1900.36,3.7699405899053204e-4,0,-0.001,-3e-4,0,0.0035,0,"IV, Missing Rate, Identity Filter"
doctors_per_capita_woe,numeric,29517,0,5,0.533,-0.14700535382007177,-0.004540833393589929,0.01227883550962896,0.01227883550962896,0.13353893813356363,-1e-4,0.0653,-522.7864,0.004253093387801814,0,-1e-4,-0.0016,-0.006,0,9e-4,"IV, Missing Rate, Identity Filter"
hospital_beds_per_capita_woe,numeric,29517,0,6,0.3374,-0.13073868570343752,-0.018627855332554708,-0.018627855332554708,0.03474156709664239,0.12406363391114959,-1e-4,0.0572,-643.2432,0.0032645547054483007,0,-0.0094,-0.0047,-0.0022,0,3e-4,"IV, Missing Rate, Identity Filter"
school_availability_index_woe,numeric,29517,0,3,0.5411,-0.03366647607510339,-0.03366647607510339,0.026129935554501847,0.026129935554501847,0.026129935554501847,-0,0.0286,-1270.0939,8.161307755347469e-4,0,-0.0029,-0,-8e-4,0,0,"IV, Missing Rate, Identity Filter"
urban_environment_quality_index_woe,numeric,29517,0,5,0.3304,-0.055138506303658165,-0.015513311244606314,0.005622385261645057,0.005622385261645057,0.03369284865147161,-0,0.0249,-1449.1742,6.220285276339921e-4,0,-9e-4,-3e-4,0,0.0024,0,"IV, Missing Rate, Identity Filter"
public_transport_accessibility_index_woe,numeric,29517,0,5,0.308,-0.02767681286660721,-0.02767681286660721,0.005411801357292568,0.008912311980934607,0.05852334029745416,-0,0.0268,-1490.4588,7.163205309378882e-4,0,-0.0047,-0,-7e-4,0,0,"IV, Missing Rate, Identity Filter"
paved_roads_km_per_capita_woe,numeric,29517,0,3,0.7873,-0.023158227478801408,0.0016365099681516953,0.0016365099681516953,0.0016365099681516953,0.017238553508350424,-0,0.0097,-3669.9245,9.461528966623791e-5,0,-4e-4,-0,0,0.0031,0,"IV, Missing Rate, Identity Filter"
airport_availability_woe,numeric,29517,0,3,0.4929,-0.023158227478801408,-0.008391283767817458,-0.008391283767817458,0.018137106204492343,0.018137106204492343,-0,0.0151,-2466.6533,2.2696911459347635e-4,0,-0.0019,-4e-4,0,0.003,0.0021,"IV, Missing Rate, Identity Filter"
railway_station_availability_woe,numeric,29517,0,2,0.8773,-0.023158227478801408,0.003236744505856018,0.003236744505856018,0.003236744505856018,0.003236744505856018,-0,0.0087,-4019.2697,7.49567973480085e-5,0,-7e-4,-0,0,0.0033,0,"IV, Missing Rate, Identity Filter"
cars_per_1000_people_woe,numeric,29517,0,3,0.4535,-0.023158227478801408,-0.016018913357990217,-0.016018913357990217,0.023820936438916914,0.023820936438916914,-0,0.0206,-1826.8308,4.227008981052073e-4,0,-0.0028,-0.0015,0,0.0026,0.0017,"IV, Missing Rate, Identity Filter"
air_pollution_index_woe,numeric,29517,0,5,0.3734,-0.05954121698516839,-0.023158227478801408,-0.0020117458536503237,0.027840752411558384,0.027840752411558384,-0,0.0263,-1344.245,6.895035569485904e-4,0,-0.0029,-0,0,4e-4,0,"IV, Missing Rate, Identity Filter"
industrial_zone_density_woe,numeric,29517,0,4,0.6498,-0.023158227478801408,-0.0025020198507742833,-0.0025020198507742833,-0.0025020198507742833,0.03773201679953981,-0,0.0145,-2682.87,2.1092095976522836e-4,0,-0.0014,-1e-4,0,0.0036,0,"IV, Missing Rate, Identity Filter"
green_area_share_woe,numeric,29517,0,4,0.4126,-0.02965828046049213,-0.02965828046049213,-0.005511347475098581,0.03288090968411638,0.03288090968411638,-0,0.0285,-1315.3369,8.140475248424616e-4,0,-0.0018,-2e-4,0,7e-4,1e-4,"IV, Missing Rate, Identity Filter"
ipOwner_type_woe,numeric,29517,0,3,0.6786,-0.058002651844200497,-0.023158227478801408,0.021125968516012814,0.021125968516012814,0.021125968516012814,-0,0.0322,-1042.8999,0.001036036615855339,0,0,0,-0.0078,0,0,"IV, Missing Rate, Identity Filter"
ipOwner_scale_woe,numeric,29517,0,3,0.5764,-0.023158227478801408,-0.008888422361038656,-0.008888422361038656,0.026441060188949272,0.026441060188949272,-0,0.0179,-2131.9906,3.218046657271311e-4,0,-6e-4,-0,0,0.0013,0,"IV, Missing Rate, Identity Filter"
ipOwner_commercial_woe,numeric,29517,0,3,0.6765,-0.05625352614915071,-0.023158227478801408,0.02085448225956673,0.02085448225956673,0.02085448225956673,-0,0.0316,-1068.6769,9.9442143223056e-4,0,-1e-4,-0.0013,0,0.0046,0,"IV, Missing Rate, Identity Filter"
ipOwner_country_woe,numeric,29517,0,3,0.707,-0.026595505073663695,-0.026595505073663695,-0.026595505073663695,-0.023158227478801408,0.12675584035232446,-1e-4,0.0575,-928.9355,0.003307017767269538,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
