variable,class,count,missing_rate,unique_count,identical_rate,min,p25,p50,p75,max,mean,sd,cv,info_value,PSI_Interval_1,PSI_Interval_2,PSI_Interval_3,PSI_Interval_4,PSI_Interval_5,PSI_Interval_6,Reason
mfscore_woe,numeric,29517,0,4,0.4941,-0.3552726395561847,-0.3552726395561847,0.018702993994857548,0.23004222484037,0.5235477523128287,-0.0015,0.2486,-162.0872,0.06100274194390219,0,-0.0171,-0.0214,2e-4,0.0098,1e-4,Correlation Filter
fn1_woe,numeric,29517,0,4,0.6186,-0.13380289651450772,-0.043869594534297444,-0.043869594534297444,-0.043869594534297444,0.293060401565928,-2e-4,0.1194,-591.2847,0.014247790320727666,0,0,-0.0104,-0.0022,1e-4,0.0167,"IV, Missing Rate, Identity Filter"
fn2_woe,numeric,29517,0,4,0.729,-0.14932607541891513,0.004071064111888192,0.004071064111888192,0.004071064111888192,0.23401716775515513,-2e-4,0.0882,-558.2298,0.0077646057879734885,0,0,0,1e-4,1e-4,0,"IV, Missing Rate, Identity Filter"
fn3_woe,numeric,29517,0,3,0.579,-0.168897399620553,-0.168897399620553,-0.168897399620553,0.15367766932393842,0.3223744803136189,-8e-4,0.2046,-269.9368,0.041755898934351804,0,-0.0425,-0.003,2e-4,1e-4,-8e-4,"IV, Missing Rate, Identity Filter"
fn5_woe,numeric,29517,0,4,0.5668,-0.2936481025339817,0.018251933366407142,0.018251933366407142,0.018251933366407142,0.19258101640794562,-6e-4,0.1351,-224.4146,0.018124627305386554,0,0.0202,0.0068,1e-4,1e-4,0,"IV, Missing Rate, Identity Filter"
fn6_woe,numeric,29517,0,4,0.6837,-0.061527834117002474,-0.03290021155408525,-0.03290021155408525,-0.03290021155408525,0.15467723174919462,-1e-4,0.0711,-785.6614,0.0050567971560765155,0,0,-0.0017,0,0.0073,0,"IV, Missing Rate, Identity Filter"
fn7_woe,numeric,29517,0,2,0.6487,-0.16246535431912645,-0.16246535431912645,-0.16246535431912645,0.29784673798039446,0.29784673798039446,-8e-4,0.2197,-288.0988,0.04819564348419324,0,-0.0304,0,0.017,2e-4,-0.0019,"IV, Missing Rate, Identity Filter"
fn8_woe,numeric,29517,0,3,0.5765,-0.17299545781010942,-0.17299545781010942,-0.17299545781010942,0.15855375732886326,0.7198317401173389,1e-4,0.238,2032.2387,0.05583802673828148,0,-0.0415,0,0.0138,0.0072,1e-4,"IV, Missing Rate, Identity Filter"
fn9_woe,numeric,29517,0,5,0.3481,-0.3047880921875835,-0.11606092237118905,0.005986497093017687,0.05597946251650762,0.2097744578868467,-4e-4,0.1113,-275.9396,0.012312995404484266,0,0,0,0,1e-4,0,"IV, Missing Rate, Identity Filter"
fn12_woe,numeric,29517,0,5,0.3277,-0.11853591113187886,-0.11853591113187886,0.031091304687328663,0.10039813053256295,0.10039813053256295,-2e-4,0.0864,-391.5483,0.007452585570888027,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fn13_woe,numeric,29517,0,6,0.3153,-0.19607912877043113,-0.19607912877043113,-0.05501555664330585,0.1279884108103014,0.34771863111077844,-5e-4,0.1723,-344.4581,0.029577007971096362,0,0.0012,0.0014,0,-0.0024,-0.011,Correlation Filter
fn14_woe,numeric,29517,0,5,0.352,-0.189076518789671,-0.055783191314184896,0.06312864881871656,0.10633288905218194,0.10633288905218194,-5e-4,0.1188,-250.0734,0.014045595656581977,0,0,4e-4,0.0016,0,1e-4,"IV, Missing Rate, Identity Filter"
fn18_woe,numeric,29517,0,5,0.3144,-0.3493043241498995,-0.13759901209903894,0.010959577727174883,0.1337548341516034,0.4125501452197679,-9e-4,0.1921,-211.0384,0.03657858650549715,0,1e-4,0,1e-4,1e-4,0,NA
fn21_woe,numeric,29517,0,3,0.7676,-0.03585446160648072,-0.03585446160648072,-0.03585446160648072,-0.03585446160648072,0.2067280552860881,-1e-4,0.0742,-931.0199,0.005518560667475487,0,-0.0051,0,0,-0,0,"IV, Missing Rate, Identity Filter"
fn22_woe,numeric,29517,0,4,0.7095,-0.05752972328914398,-0.05752972328914398,-0.05752972328914398,0.0505406797239809,0.2626011940812194,-1e-4,0.1054,-802.963,0.011118166518561895,0,-0.018,0,0,-3e-4,0,"IV, Missing Rate, Identity Filter"
displayWidth_woe,numeric,29517,0,6,0.2818,-0.20323163153881973,-0.07162178282471462,-0.023158227478801408,0.1524532854443008,0.1524532854443008,-3e-4,0.108,-367.5474,0.011647869424769622,0,-0,-0.001,0,2e-4,1e-4,"IV, Missing Rate, Identity Filter"
displayHeight_woe,numeric,29517,0,5,0.4983,-0.08085361455112444,-0.08085361455112444,-0.023158227478801408,0.09482874603286276,0.20440219947962296,-2e-4,0.1034,-528.4173,0.010688835233584205,0,-0,-0.0012,0,1e-4,0,"IV, Missing Rate, Identity Filter"
osName_woe,numeric,29517,0,3,0.5114,-0.11827741967500595,-0.11827741967500595,0.08963702878086709,0.08963702878086709,0.08963702878086709,-3e-4,0.0964,-355.8516,0.009278181255614318,0,-6e-4,-1e-4,0,9e-4,1e-4,"IV, Missing Rate, Identity Filter"
osVersion_woe,numeric,29517,0,5,0.3792,-0.38041040219545974,-0.09965515969570789,0.0769968848855152,0.0769968848855152,0.18230527377101974,-9e-4,0.1487,-166.7237,0.021856744411082554,0,-0.0028,-0.0131,0,7e-4,4e-4,NA
browserName_woe,numeric,29517,0,4,0.367,-0.10356612661257489,-0.10356612661257489,0.04129609277277711,0.1030134452346469,0.1030134452346469,-2e-4,0.0881,-413.0617,0.007747283861149463,0,-5e-4,-0,1e-4,7e-4,0,"IV, Missing Rate, Identity Filter"
ipsimRegionsMatch_woe,numeric,29517,0,3,0.4755,-0.059161536080894486,-0.059161536080894486,-0.0413944538620852,0.0607036469971069,0.0607036469971069,-1e-4,0.0581,-643.4219,0.0033785557277246038,0,0,0,0,0.0027,0,"IV, Missing Rate, Identity Filter"
numberOfHotKeys_woe,numeric,29517,0,2,0.8831,-0.0413944538620852,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,-0,0.0151,-2210.4327,2.2646040623736595e-4,0,-0.0016,-0,0,0.0051,0,"IV, Missing Rate, Identity Filter"
numberOfCorrections_woe,numeric,29517,0,4,0.4185,-0.11331277459129015,-0.047304015155271696,-0.0413944538620852,0.07518306911258668,0.07518306911258668,-1e-4,0.0645,-590.7901,0.004159073679939302,0,-0.003,-0.0016,1e-4,0.0024,2e-4,"IV, Missing Rate, Identity Filter"
browserHistoryCount_woe,numeric,29517,0,5,0.3125,-0.08206292037829839,-0.08206292037829839,-0.020382357589007236,0.12204643030160048,0.12204643030160048,-2e-4,0.0814,-536.5649,0.006633744356026981,0,0.0135,0,0,0,-0.0015,"IV, Missing Rate, Identity Filter"
deviceVendor_woe,numeric,29517,0,4,0.395,-0.12151981021439495,-0.12151981021439495,0.08906574052147667,0.08906574052147667,0.13247088449543096,-3e-4,0.1067,-334.4931,0.011364824490167146,0,0.0152,0,0,0,-4e-4,"IV, Missing Rate, Identity Filter"
timeOnPage_woe,numeric,29517,0,6,0.3087,-0.08847272264744081,-0.08847272264744081,0.008438612047635224,0.057517645172168584,0.13566307777884593,-1e-4,0.0657,-573.4122,0.004307577434562383,0,-0.0019,-0,1e-4,0.0041,4e-4,"IV, Missing Rate, Identity Filter"
totalNumOfShorttermCreditApplicationsIn1Day_woe,numeric,29517,0,4,0.695,-0.0413944538620852,-0.009850468272653743,-0.009850468272653743,-0.009850468272653743,0.1578007456460981,-0,0.0422,-1424.7388,0.0017834187779192496,0,-0.0017,-0,0,0.0015,0,"IV, Missing Rate, Identity Filter"
totalNumOfShorttermCreditApplicationsIn7Days_woe,numeric,29517,0,5,0.5894,-0.0413944538620852,-0.019554769286505302,-0.019554769286505302,0.01601527653523545,0.11149157082973998,-0,0.0407,-1110.9316,0.0016567852145346824,0,-0.0084,-0.0018,0,0.0031,0,"IV, Missing Rate, Identity Filter"
totalNumOfShorttermCreditApplicationsIn30Days_woe,numeric,29517,0,5,0.5078,-0.0413944538620852,-0.013113244242328412,-0.013113244242328412,0.002274005078805389,0.08111029619853503,-0,0.0336,-1305.1289,0.0011292247172511784,0,-0.0043,-1e-4,0,0.0043,0,"IV, Missing Rate, Identity Filter"
totalNumOfShorttermCreditApplicationsFromIpIn1Day_woe,numeric,29517,0,5,0.5497,-0.04295353990519181,-0.04295353990519181,-0.04295353990519181,0.054913154475152624,0.1545319654494001,-1e-4,0.0643,-738.7076,0.004144088131092741,0,-0,-0,0,0.0053,0.0063,"IV, Missing Rate, Identity Filter"
totalNumOfShorttermCreditApplicationsFromIpIn7Days_woe,numeric,29517,0,5,0.3315,-0.07446671119565247,-0.07446671119565247,0.01969415364817014,0.05436254760212525,0.12479074709985065,-1e-4,0.0613,-635.3103,0.0037607175104671527,0,0,0,-8e-4,0,2e-4,"IV, Missing Rate, Identity Filter"
totalNumOfShorttermCreditApplicationsFromIpIn30Days_woe,numeric,29517,0,6,0.3354,-0.0616554547718694,-0.0616554547718694,-0.007265123519069378,0.07381938501690581,0.151642112836735,-1e-4,0.0615,-697.1254,0.0037800663216423194,0,0,0,0,0.0015,0.0011,"IV, Missing Rate, Identity Filter"
totalNumOfBankingCreditApplicationsIn1Day_woe,numeric,29517,0,2,0.8831,-0.0413944538620852,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,-0,0.0151,-2210.4327,2.2646040623736595e-4,0,-0.0016,-0,0,0.0051,0,"IV, Missing Rate, Identity Filter"
totalNumOfBankingCreditApplicationsIn7Days_woe,numeric,29517,0,2,0.8831,-0.0413944538620852,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,-0,0.0151,-2210.4327,2.2646040623736595e-4,0,-0.0016,-0,0,0.0051,0,"IV, Missing Rate, Identity Filter"
totalNumOfBankingCreditApplicationsIn30Days_woe,numeric,29517,0,2,0.8831,-0.0413944538620852,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,-0,0.0151,-2210.4327,2.2646040623736595e-4,0,-0.0016,-0,0,0.0051,0,"IV, Missing Rate, Identity Filter"
totalNumOfBankingCreditApplicationsFromIpIn1Day_woe,numeric,29517,0,3,0.8042,-0.0413944538620852,0.005828849280254956,0.005828849280254956,0.005828849280254956,0.005828849280254956,-0,0.0151,-2206.3334,2.2761456119012915e-4,0,-0.0016,-0,0,0.0055,0,"IV, Missing Rate, Identity Filter"
totalNumOfBankingCreditApplicationsFromIpIn7Days_woe,numeric,29517,0,5,0.5709,-0.0413944538620852,-0.011210193081393344,-0.011210193081393344,0.016000202938398746,0.08466165228994638,-0,0.0303,-1400.4731,9.179805721113381e-4,0,0,0.0027,0.0013,0.0027,0,"IV, Missing Rate, Identity Filter"
totalNumOfBankingCreditApplicationsFromIpIn30Days_woe,numeric,29517,0,5,0.4704,-0.0413944538620852,-0.03496055119779326,-0.03496055119779326,0.039558811263226495,0.0933757327268905,-1e-4,0.0511,-859.1804,0.00260934898803523,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
ramProductivity_woe,numeric,29517,0,5,0.3124,-0.1510352614876072,-0.1510352614876072,0.002517687014096883,0.14143938769271894,0.14143938769271894,-3e-4,0.1108,-329.8082,0.012255002803961234,0,-9e-4,-5e-4,1e-4,1e-4,1e-4,"IV, Missing Rate, Identity Filter"
storageProductivity_woe,numeric,29517,0,4,0.4357,-0.15732487711195312,-0.07682017222722977,-0.0413944538620852,0.11591555669676483,0.11591555669676483,-3e-4,0.1068,-343.9379,0.011395975521126313,0,-1e-4,-2e-4,1e-4,1e-4,1e-4,"IV, Missing Rate, Identity Filter"
deviceAgeingWithUser_woe,numeric,29517,0,4,0.6692,-0.08206780974417201,-0.0413944538620852,0.02557605829579497,0.02557605829579497,0.02557605829579497,-1e-4,0.0403,-800.9439,0.0016177016494228005,0,-0.0014,-1e-4,-7e-4,0,0,"IV, Missing Rate, Identity Filter"
totalNumOfApplicationsWithBrowserHashIn1Day_woe,numeric,29517,0,4,0.6788,-0.06666410612535666,-0.0413944538620852,0.023656519836421964,0.023656519836421964,0.023656519836421964,-0,0.0357,-936.5542,0.001271181994167204,0,-8e-4,-1e-4,0,0.0017,0,"IV, Missing Rate, Identity Filter"
totalNumOfApplicationsWithBrowserHashIn7Day_woe,numeric,29517,0,4,0.5761,-0.06715638901435256,-0.0413944538620852,0.019943005407652682,0.019943005407652682,0.05620206581372851,-0,0.0408,-840.6336,0.0016600545925645317,0,-0,-2e-4,0,0.0019,0,"IV, Missing Rate, Identity Filter"
totalNumOfApplicationsWithBrowserHashIn30Day_woe,numeric,29517,0,6,0.4736,-0.1508925998793537,0.007922384925319924,0.007922384925319924,0.035844269368495996,0.05798108856480914,-1e-4,0.0531,-544.6321,0.0028037157045690928,0,0,0,0.0014,0,-0,"IV, Missing Rate, Identity Filter"
singleClick_woe,numeric,29517,0,7,0.2114,-0.10648896036872088,-0.010619279328898577,0.002756720806014403,0.025644610569728696,0.08053133625662777,-1e-4,0.046,-755.0748,0.002109152050431597,0,-3e-4,-0.0017,0,0.0045,0,"IV, Missing Rate, Identity Filter"
doubleClick_woe,numeric,29517,0,2,0.8831,-0.0413944538620852,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,0.0054708942569324645,-0,0.0151,-2210.4327,2.2646040623736595e-4,0,-0.0016,-0,0,0.0051,0,"IV, Missing Rate, Identity Filter"
leavePage_woe,numeric,29517,0,4,0.6516,-0.08942883257091942,-0.0413944538620852,0.03041593140898298,0.03041593140898298,0.03041593140898298,-1e-4,0.0436,-753.9129,0.0018978970122370802,0,-0.003,-2e-4,0,0.0052,1e-4,"IV, Missing Rate, Identity Filter"
cursorMovementSpeed_woe,numeric,29517,0,7,0.3246,-0.07935718857677353,-0.014644241950087187,2.256141324526235e-4,2.256141324526235e-4,0.0976512732322011,-1e-4,0.0538,-767.8223,0.002894159362007799,0,0,8e-4,0,-1e-4,-0,"IV, Missing Rate, Identity Filter"
cursorDistanceCovered_woe,numeric,29517,0,7,0.2701,-0.1367276122178168,-0.014644241950087187,0.02185436067141406,0.02185436067141406,0.04986573811661957,-1e-4,0.0483,-639.2145,0.0023288448843639445,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
scrollMovementSpeed_woe,numeric,29517,0,6,0.4082,-0.18310603030537828,-0.04842974418362366,-0.020341199397492408,0.049839667333697504,0.2243004350612996,-2e-4,0.0894,-445.4987,0.007973426706840514,0,-1e-4,-0,-0.0057,0,0.0158,"IV, Missing Rate, Identity Filter"
scrollDistanceCovered_woe,numeric,29517,0,5,0.3319,-0.13237175322904254,-0.033067354823462305,-0.020341199397492408,0.05677850370964039,0.12170048428571612,-2e-4,0.0776,-490.9233,0.0060119990320293614,0,-0.0018,-9e-4,-0.007,0,0,"IV, Missing Rate, Identity Filter"
avgScreenIdleTime_woe,numeric,29517,0,6,0.2377,-0.09093254611265202,-0.005428632753189133,-0.0038023862806757396,0.04349452788328284,0.09357609813871473,-1e-4,0.0558,-645.0461,0.003114912572897289,0,0,-6e-4,-3e-4,-0.0046,0,"IV, Missing Rate, Identity Filter"
population_total_woe,numeric,29517,0,7,0.2923,-0.12923874806262742,-0.023158227478801408,-0.009145132663936876,0.05118605868649341,0.059660350084529024,-1e-4,0.055,-574.9052,0.003013869810997188,0,-0.01,-4e-4,0,2e-4,0,"IV, Missing Rate, Identity Filter"
population_growth_rate_woe,numeric,29517,0,4,0.4094,-0.023158227478801408,-0.010700430473909077,-0.010700430473909077,0.025553256828403106,0.025553256828403106,-0,0.0167,-2261.9428,2.796142204779736e-4,0,-0.0018,-0,0,0.0039,0.0031,"IV, Missing Rate, Identity Filter"
population_working_age_share_woe,numeric,29517,0,4,0.5589,-0.14436880520636514,0.007978106705165848,0.007978106705165848,0.021593920623218188,0.021593920623218188,-0,0.036,-755.2222,0.0012924612583328787,0,-0.0039,-2e-4,0,4e-4,0.0032,"IV, Missing Rate, Identity Filter"
population_median_age_woe,numeric,29517,0,5,0.4423,-0.07708475714308918,-0.021654566302029662,-0.021654566302029662,0.06075634856871396,0.06075634856871396,-0,0.0412,-934.2803,0.0016989801829038504,0,-1e-4,-0.0031,0,0.0014,0,"IV, Missing Rate, Identity Filter"
population_pensioners_share_woe,numeric,29517,0,4,0.4406,-0.028844354329996675,-0.007626129280707563,-0.007626129280707563,0.023769967251603102,0.023769967251603102,-0,0.019,-1967.1255,3.5941670486660187e-4,0,-0.0022,-0,0,0.0021,0.0038,"IV, Missing Rate, Identity Filter"
migration_rate_woe,numeric,29517,0,6,0.5018,-0.07207380326854558,-0.023158227478801408,0.02156854522310136,0.02156854522310136,0.03219154105578432,-0,0.0339,-975.0827,0.0011461669902460385,0,-0.0078,-1e-4,0,6e-4,0,"IV, Missing Rate, Identity Filter"
avg_monthly_salary_woe,numeric,29517,0,4,0.6281,-0.10305917573206416,-0.023158227478801408,0.031061462963718364,0.031061462963718364,0.07026285904379362,-1e-4,0.055,-568.1997,0.003019298428853703,0,0,0,0,0.001,0,"IV, Missing Rate, Identity Filter"
median_income_woe,numeric,29517,0,4,0.6723,-0.13842616821558523,-0.023158227478801408,0.03555354895362719,0.03555354895362719,0.03555354895362719,-1e-4,0.061,-469.2845,0.0037063014893118987,0,-0.0186,-0.0048,0,4e-4,0,"IV, Missing Rate, Identity Filter"
unemployment_rate_woe,numeric,29517,0,6,0.3466,-0.14490681565674512,-0.014087729919599959,-0.014087729919599959,0.016101106412668466,0.06193049861906842,-1e-4,0.0479,-678.9741,0.002288156893801587,0,-0.0019,-3e-4,0,4e-4,0,"IV, Missing Rate, Identity Filter"
employment_sector_agriculture_share_woe,numeric,29517,0,5,0.4163,-0.0867959137434707,-0.023158227478801408,-0.01449071191058178,0.055052413115709534,0.055052413115709534,-1e-4,0.0523,-673.5308,0.002729420205364477,0,0,0,0,1e-4,6e-4,"IV, Missing Rate, Identity Filter"
employment_sector_industry_share_woe,numeric,29517,0,5,0.3663,-0.045106400093210215,-0.045106400093210215,-0.02215261859147309,0.029978898812465883,0.07595322961973763,-0,0.0412,-938.2852,0.0016980928442199368,0,0,0,0,7e-4,0,"IV, Missing Rate, Identity Filter"
employment_sector_services_share_woe,numeric,29517,0,6,0.3535,-0.1894253263873628,-0.023158227478801408,-0.01186691812466947,0.057106805205816805,0.10171648207261719,-1e-4,0.0653,-472.6312,0.00425352661338189,0,0,0,0,1e-4,0,"IV, Missing Rate, Identity Filter"
self_employed_share_woe,numeric,29517,0,4,0.5189,-0.05554168841808845,-0.021915959091927804,-0.021915959091927804,-0.021915959091927804,0.08449393680638105,-1e-4,0.0491,-888.3862,0.002408917528849152,0,-0.0026,-0.0034,0,9e-4,0,"IV, Missing Rate, Identity Filter"
income_to_living_wage_ratio_woe,numeric,29517,0,4,0.5551,-0.14354849389280444,0.007418675062190212,0.007418675062190212,0.021677943235615647,0.021677943235615647,-0,0.0355,-768.8186,0.001254396236882942,0,-0.0047,-0,0,2e-4,0.0037,"IV, Missing Rate, Identity Filter"
living_wage_woe,numeric,29517,0,5,0.4408,-0.09763025950289439,-0.023158227478801408,0.018157876996079122,0.018157876996079122,0.06070115112918632,-1e-4,0.0503,-664.826,0.0025309506198835504,0,-0.0038,-7e-4,0,0.0011,0.0012,"IV, Missing Rate, Identity Filter"
avg_rent_price_woe,numeric,29517,0,5,0.2742,-0.1342856023873752,-0.018324510921124946,0.006323546839683584,0.08282819755241123,0.08282819755241123,-1e-4,0.0643,-517.5075,0.004126284523922174,0,0,0,0,0.0019,3e-4,"IV, Missing Rate, Identity Filter"
avg_housing_price_per_sqm_woe,numeric,29517,0,6,0.4732,-0.12229199865649584,-0.023158227478801408,0.01688519648053017,0.01688519648053017,0.13958856104256506,-1e-4,0.0625,-595.1736,0.003900554362799287,0,-0.0099,-6e-4,0,0.0012,0.001,"IV, Missing Rate, Identity Filter"
avg_food_price_index_woe,numeric,29517,0,3,0.6358,-0.03745108480158292,-0.023158227478801408,0.018663046980876268,0.018663046980876268,0.018663046980876268,-0,0.025,-1406.8741,6.256154480522373e-4,0,-0.0018,-2e-4,0,0.0015,0.0012,"IV, Missing Rate, Identity Filter"
local_cpi_woe,numeric,29517,0,6,0.2772,-0.04657017489566419,-0.04657017489566419,-0.018353851372819727,0.06426836094391271,0.06764184871290636,-1e-4,0.0455,-884.138,0.0020680866869470876,0,-0.0058,-2e-4,0,0,0,"IV, Missing Rate, Identity Filter"
industrial_production_volume_woe,numeric,29517,0,4,0.5971,-0.03366855352089778,-0.02702363543675494,0.018295319982099736,0.018295319982099736,0.018295319982099736,-0,0.0224,-1600.3979,5.020825818998109e-4,0,-0.0016,-7e-4,0,0.0015,8e-4,"IV, Missing Rate, Identity Filter"
sme_per_1000_people_woe,numeric,29517,0,5,0.3531,-0.0525679419871205,-0.023770177986314915,-0.023158227478801408,0.004593273871178083,0.0669047997817267,-0,0.0409,-993.7505,0.0016772372058286847,0,-0.0052,-4e-4,0,0.0014,0.0011,"IV, Missing Rate, Identity Filter"
investment_per_capita_woe,numeric,29517,0,4,0.4116,-0.07089898723882188,-0.025102927871692365,-0.025102927871692365,0.06631992603808545,0.06631992603808545,-1e-4,0.0495,-788.6097,0.0024553644490705566,0,-0.0103,-0.0061,0,0.0011,0.0048,"IV, Missing Rate, Identity Filter"
entrepreneurship_activity_index_woe,numeric,29517,0,5,0.586,-0.11970557888379281,0.0024431562017446892,0.0024431562017446892,0.0024431562017446892,0.05233481155721287,-0,0.0361,-847.3035,0.0012988893113071965,0,-0.0026,-0,0,4e-4,0,"IV, Missing Rate, Identity Filter"
mortgage_loans_per_capita_woe,numeric,29517,0,4,0.4154,-0.12749354758747475,-0.011585750538418035,-0.011585750538418035,0.04331607569515597,0.04331607569515597,-1e-4,0.0451,-693.9812,0.0020286141164757737,0,0,0,0,0.0015,0,"IV, Missing Rate, Identity Filter"
overdue_debt_share_woe,numeric,29517,0,6,0.3201,-0.02615812865191701,-0.02615812865191701,8.842311979450901e-4,0.003436079236377492,0.08953020618491585,-0,0.0344,-1323.4537,0.0011817776198795229,0,-0.0022,-0.001,0,0.001,0,"IV, Missing Rate, Identity Filter"
regional_dti_woe,numeric,29517,0,3,0.5949,-0.023158227478801408,-0.0023689109163060116,-0.0023689109163060116,0.015041323306985776,0.015041323306985776,-0,0.0115,-3159.8015,1.3301411968635199e-4,0,-0.0011,-0,0,0.0052,0,"IV, Missing Rate, Identity Filter"
avg_consumer_loan_amount_woe,numeric,29517,0,5,0.3627,-0.07772898446334728,-0.01941134687858065,0.022462693773585698,0.029575349036462438,0.029575349036462438,-0,0.035,-954.5587,0.0012215316108543216,0,-0.0068,-0.0025,0,0.0011,0.0027,"IV, Missing Rate, Identity Filter"
bank_account_penetration_woe,numeric,29517,0,5,0.3286,-0.12060918447087611,-0.025949160095686218,-0.023158227478801408,0.062458286671643055,0.062458286671643055,-1e-4,0.0533,-638.5218,0.0028355922012239477,0,-0.0068,-0,0,7e-4,5e-4,"IV, Missing Rate, Identity Filter"
poverty_share_woe,numeric,29517,0,5,0.3217,-0.15800908116715515,-0.008492922833847425,-0.008492922833847425,0.01551224253465964,0.06558961939100821,-1e-4,0.0512,-573.8073,0.00261541423777147,0,0,0,0,3e-4,0,"IV, Missing Rate, Identity Filter"
crime_rate_per_1000_woe,numeric,29517,0,5,0.5208,-0.032063005821761206,4.8028624348783375e-4,4.8028624348783375e-4,4.8028624348783375e-4,0.03657111721958581,-0,0.0194,-1900.36,3.7699405899053204e-4,0,-0.001,-3e-4,0,0.0035,0,"IV, Missing Rate, Identity Filter"
doctors_per_capita_woe,numeric,29517,0,5,0.533,-0.14700535382007177,-0.004540833393589929,0.01227883550962896,0.01227883550962896,0.13353893813356363,-1e-4,0.0653,-522.7864,0.004253093387801814,0,-1e-4,-0.0016,-0.006,0,9e-4,"IV, Missing Rate, Identity Filter"
hospital_beds_per_capita_woe,numeric,29517,0,6,0.3374,-0.13073868570343752,-0.018627855332554708,-0.018627855332554708,0.03474156709664239,0.12406363391114959,-1e-4,0.0572,-643.2432,0.0032645547054483007,0,-0.0094,-0.0047,-0.0022,0,3e-4,"IV, Missing Rate, Identity Filter"
school_availability_index_woe,numeric,29517,0,3,0.5411,-0.03366647607510339,-0.03366647607510339,0.026129935554501847,0.026129935554501847,0.026129935554501847,-0,0.0286,-1270.0939,8.16130775534747e-4,0,-0.0029,-0,-8e-4,0,0,"IV, Missing Rate, Identity Filter"
urban_environment_quality_index_woe,numeric,29517,0,5,0.3304,-0.055138506303658165,-0.015513311244606314,0.005622385261645057,0.005622385261645057,0.03369284865147161,-0,0.0249,-1449.1742,6.220285276339921e-4,0,-9e-4,-3e-4,0,0.0024,0,"IV, Missing Rate, Identity Filter"
public_transport_accessibility_index_woe,numeric,29517,0,5,0.308,-0.02767681286660721,-0.02767681286660721,0.005411801357292568,0.008912311980934607,0.05852334029745416,-0,0.0268,-1490.4588,7.163205309378882e-4,0,-0.0047,-0,-7e-4,0,0,"IV, Missing Rate, Identity Filter"
paved_roads_km_per_capita_woe,numeric,29517,0,3,0.7873,-0.023158227478801408,0.0016365099681516953,0.0016365099681516953,0.0016365099681516953,0.017238553508350424,-0,0.0097,-3669.9245,9.461528966623791e-5,0,-4e-4,-0,0,0.0031,0,"IV, Missing Rate, Identity Filter"
airport_availability_woe,numeric,29517,0,3,0.4929,-0.023158227478801408,-0.008391283767817458,-0.008391283767817458,0.018137106204492343,0.018137106204492343,-0,0.0151,-2466.6533,2.2696911459347635e-4,0,-0.0019,-4e-4,0,0.003,0.0021,"IV, Missing Rate, Identity Filter"
railway_station_availability_woe,numeric,29517,0,2,0.8773,-0.023158227478801408,0.003236744505856018,0.003236744505856018,0.003236744505856018,0.003236744505856018,-0,0.0087,-4019.2697,7.49567973480085e-5,0,-7e-4,-0,0,0.0033,0,"IV, Missing Rate, Identity Filter"
cars_per_1000_people_woe,numeric,29517,0,3,0.4535,-0.023158227478801408,-0.016018913357990217,-0.016018913357990217,0.023820936438916914,0.023820936438916914,-0,0.0206,-1826.8308,4.227008981052073e-4,0,-0.0028,-0.0015,0,0.0026,0.0017,"IV, Missing Rate, Identity Filter"
air_pollution_index_woe,numeric,29517,0,5,0.3734,-0.05954121698516839,-0.023158227478801408,-0.0020117458536503237,0.027840752411558384,0.027840752411558384,-0,0.0263,-1344.245,6.895035569485904e-4,0,-0.0029,-0,0,4e-4,0,"IV, Missing Rate, Identity Filter"
industrial_zone_density_woe,numeric,29517,0,4,0.6498,-0.023158227478801408,-0.0025020198507742833,-0.0025020198507742833,-0.0025020198507742833,0.03773201679953981,-0,0.0145,-2682.87,2.1092095976522839e-4,0,-0.0014,-1e-4,0,0.0036,0,"IV, Missing Rate, Identity Filter"
green_area_share_woe,numeric,29517,0,4,0.4126,-0.02965828046049213,-0.02965828046049213,-0.005511347475098581,0.03288090968411638,0.03288090968411638,-0,0.0285,-1315.3369,8.140475248424615e-4,0,-0.0018,-2e-4,0,7e-4,1e-4,"IV, Missing Rate, Identity Filter"
ipOwner_type_woe,numeric,29517,0,3,0.6786,-0.058002651844200497,-0.023158227478801408,0.021125968516012814,0.021125968516012814,0.021125968516012814,-0,0.0322,-1042.8999,0.001036036615855339,0,0,0,-0.0078,0,0,"IV, Missing Rate, Identity Filter"
ipOwner_scale_woe,numeric,29517,0,3,0.5764,-0.023158227478801408,-0.008888422361038656,-0.008888422361038656,0.026441060188949272,0.026441060188949272,-0,0.0179,-2131.9906,3.218046657271311e-4,0,-6e-4,-0,0,0.0013,0,"IV, Missing Rate, Identity Filter"
